Actor,Rating_Actor
Abhi Bhattacharya,6.7299999999999995
Shaurya Chauhan,4.15
Urmila Matondkar,5.571428571428571
Anand Balraj,4.3
Shagufta Ali,4.45
Shyam Bhimsaria,7.9
Saikumar,7.8
Zafar Dhillon,6.9
Dwij Yadav,5.4
Jeff Zimbalist,6.1
Aashish Kaul,3.6
Manish Chaudhary,3.7
Tharun Bhascker Dhaassyam,5.0
Vijay Varma,7.3
Sonia Agarwal,6.3
Vajid Ali,7.9
M. Parvez,5.7
Julie Tejwani,6.5
Meghna Kothari,1.7
Dakshita Patel,5.4
Anil George,6.5
Pratim D. Gupta,5.2
Naushaad Abbas,3.8
Sarvadaman Banerjee,6.949999999999999
R. Kannan,4.9
Madhu Chakravarty,7.2
Seema Deo,7.1
Shalini Kapoor,6.3
Raju Mavani,4.1
Sudesh Kumar,4.5
Dhruv Bali,6.1
Hemavaishnave,5.7
Guru Dutt,7.2716666666666665
Cyli Khare,6.0
Sridevi,5.936111111111111
Agast Anand,3.5
Kaajal Kiran,6.8
Raj Singh Jhinger,7.2
Lars Kjeldsen,5.6
Radhika Sarathkumar,6.2
Mukul Dutt,4.8
Sushil Kumar,8.4
Kranti Prakash Jha,6.7
Shaheen,6.2
Mahender Nath,7.4
Preity Zinta,5.796153846153846
Nitin Bali,5.7
Arjun Mathur,6.275
Ashok Awasthi,4.6
Jayamalini,6.199999999999999
Shahu Modak,7.9
Anuj Sawhney,4.85
Karan,6.05
Jividha Sharma,4.3
Ayub M. Khan,3.7
Ramanjit Juneja,3.3
Annu Kapoor,5.623333333333333
Suhasini Mulay,7.5
Nabeel Ahmed,6.2
Vir Das,4.316666666666666
Divya Menon,7.1
Irrfan Khan,6.509722222222222
Shweta Bhardwaj,5.1
Pihu Myra Vishwakarma,6.7
Murad Ali,6.5
Laila,5.5
Benaf Dadachandji,7.9
Gopi Desai,7.1
Kannanunni,9.0
Nazneen Bhatia,6.2
Sarvar Ahuja,5.1
Chandrashekhar,5.2
Atul Kulkarni,6.1
Gopi Krishna,6.5
Lucky Kohli,1.9
Sudev Nair,4.5
Usha Chavan,6.5
Boman Irani,5.725
Ashutosh Rana,5.554166666666667
Shakti Kapoor,5.25
Priya Bathija,6.5
Shubh Mukherjee,4.9
Om Prakash,6.3
Cecilia,7.9
Ajay Devgn,5.158487394957983
Singh Bhupesh,6.8
Aishwarya Rajesh,6.4
Gautami Kapoor,7.0
Satyam Rajesh,2.7
Malaika Arora,4.75
Madhu Anand Chandhock,5.4
Rahul Dev,5.816666666666666
Habib Tanvir,7.7
Atul Hanwat,7.0
Raj Tara,4.6
Anu Choudhury,9.1
Navneet Kaur Dhillon,6.25
Sharat Saxena,5.4
Raj Singh Arora,5.4
Zeeshan Khan,5.9
Bharti Achrekar,5.1
Asha Sachdev,5.7
Satyanshu Singh,7.8
Lalit Behl,7.1
Anay,3.2
Miles Anderson,8.1
Manjot Singh,6.9
Roobie,7.0
Munish Khan,6.5
Sunil Dhawan,5.1
Nishan Nanaiah,6.1
Sharib Hashmi,6.875
Dev Anand,6.75400432900433
Manu Rishi Chadha,5.6
Vijayakanth,4.8
Riz Ahmed,6.0
Bhairavi Athavle,8.4
Hussain Kuwajerwala,6.3
Pawan Kalra,8.6
Preeti Ganguli,5.5
Mohnish Nawani,5.3
Farheen,5.300000000000001
Sunny Wayne,7.7
Anju Bawra,8.6
Napolean,6.8
Sonam Kapoor,5.597777777777778
Raageshwari,5.8
Preeti Jhangiani,4.9
Athiya Shetty,3.5
Rajesh Khanna,6.462962962962963
Amitosh Nagpal,8.4
M.V. Vasudeva Rao,7.7
Kapil Sharma,5.050000000000001
Lara Dutta,5.7
Rahul Khanna,5.2
Rajesh Desai,8.2
Sadashiv Amrapurkar,5.23125
Virender Razdan,4.0
Zoya Afroz,5.0
Sumeet Goradia,4.4
Arya Dave,7.0
Jas Arora,4.5
Vinod Pande,4.2
Amit Hingorani,3.3
Aisha Ahmed,6.9
Nidhi Subbaiah,4.2
Vikaas Kalantari,5.4
Aamir Dalvi,3.1
Sahil Mehta,5.3
Asha Bhosle,6.7
Kalipada Chakraborty,7.3
Aparajita,4.966666666666667
Shiv Darshan,2.6
Akash,6.9
Arjun Radhakrishnan,7.2
Sohum Shah,5.1
Preetika Chauhan,8.6
Pravina Bhagwat Deshpande,7.7
Tia Bajpai,5.612500000000001
Jasmine Kaur,1.6
Maya Alagh,5.3999999999999995
Karthika,7.6
Rahul Rawail,6.5
Nigar Sultana,6.4
Kishore Kumar,6.730434782608696
Karan Johar,5.8
A. Muthu,3.3
Ashutosh Gowariker,8.0
Thilakan,1.9
Shruti Ulfat,6.4
Jyoti Sharma,5.2
Karen Elliot,5.9
Rajkumari,6.9
Shubham,5.4
Harish Bhimani,6.25
Karishma Sharma,3.8
Freida Pinto,6.0
Lisa Ray,7.7
Esha Gupta,2.6
Raj Agnihotri,8.0
Rajkummar Rao,6.613636363636363
Natalia Janoszek,5.3
Raj Kiran,6.5
Vipul Gupta,2.5
Adrien Brody,7.2
Sheetal Shah,7.9
Priyanka Mehta,6.8
Megha Akash,5.9
Avinash Baviskar,5.2
Murali,6.9
Neha Mahajan,5.3
Alisha Farrer,8.2
Ratan Kumar,7.35
Rafiq Anwar,6.8
Anurag Jha,5.550000000000001
Vaidya Narayan Murthy,7.6
Ranjit Sood,5.9
Vansh Bhardwaj,5.800000000000001
Sonu Sood,4.75
Priyanka Kothari,3.3
Bashir Baba,6.8
Divya Rana,4.4
Swanand Kirkire,5.1
Prabhleen Sandhu,8.2
Rahuul Aamath,6.8
Gurmeet Ram Rahim Singh,6.133333333333333
Inder Kumar,4.95
Manoj Amarnani,5.4
Anup Das,5.4
Vikrant Massey,5.9
Roshni,6.2
Sauraseni Maitra,7.1
Anya Anand,6.8
Nitesh Tiwari,7.5
Roshni Chopra,5.0
Dia Mirza,5.035
Camilla Belle,5.7
Mannat Ravi,5.3
Anurag Kashyap,6.066666666666667
Subhash Ahuja,7.5
Smita Tambe,6.65
Habib Al Aidroos,6.05
Umesh Kamat,6.5
Sachin Chaudhary,8.2
Siddharth Chandekar,6.9
Mehtab,6.9
Ashok Kumar,6.550365853658537
Sayali Bhagat,2.2
Vikas Kumar,7.8
Neeraj Kabi,7.0
Mann Bagga,6.4
Chandramohan,7.7
Maanu,7.1
Sachin Krishn,6.8
Anupam Maanav,4.7
Bob Christo,4.5
Lynn Collins,6.0
Manish Nawani,6.2
Soubin Shahir,5.2
Vijay Sharma,4.2
Sadia Khateeb,3.8
Hasleen Kaur,2.7
Ashrita Agarwal,4.5
Sritam Das,7.9
Savitri,8.5
Aamna Sharif,5.449999999999999
Karan Deol,4.6
Sheela Rawat,8.1
Akhil,5.1
Mohanlal,5.9399999999999995
Sonika Gill,4.0
Nishant Rai,7.0
Subrat Dutta,7.133333333333333
Sagar Deshmukh,7.1
Harsha Mehra,4.3
Karunas,3.7
Sonu Nigam,4.3
Eklavey Kashyap,6.8
Shweta,7.35
Mandar Jadhav,6.3
Babita Ashiwal,8.3
Rinke Khanna,4.800000000000001
Shashank Arora,6.6
Deepshikha Nagpal,4.7
Niki Walia,4.9
Yash Tonk,3.9
Shreya Ghoshal,6.9
Prithvi,5.7
Dhanraj Kadam,6.8
Shanti Dave,7.2
Mehmood,6.652777777777778
Prachi Save,7.1
Nakul Kapoor,4.6
Gaurav Ajay Kaura,4.7
Narendra Bedi,4.5
Preeti Soni,4.1
Swarda Thigle,7.5
Joseph Vijay,4.720000000000001
Utpal Dutt,6.825
Thulasi Nair,3.5
Lankesh Bhardwaj,4.3
Hemant Birje,4.525
Menekka Arora,7.0
Sunny Hinduja,6.75
Parshwanath Yeshwant Altekar,8.3
Karan Shah,4.4
Pernia Qureshi,5.0
Inshika Bedi,5.9
Sahil Anand,6.7
Vipin Bhardwaj,4.5
Don McKellar,5.4
Ravi Sudha Choudhary,9.1
Makarand Anaspure,7.3
Shabana,6.9
Rizwan Shaikh,7.7
Harsh Chhaya,4.133333333333334
Santosh Juvekar,7.0
Sugandha Garg,6.1
Shekhar Kapur,6.699999999999999
Supriya Choudhury,6.966666666666666
Manu Gargi,4.699999999999999
Anant Nag,7.075
Sadiya Siddiqui,6.2
Dayal Nihalani,7.1
P.L. Santoshi,7.1
Sonam Chhabra,7.5
Raghu Babu,9.1
Priyanshu Painyuli,7.6
Neenasam Ashwath,7.3
Zeba Bakhtiar,5.566666666666666
Aditya Pancholi,5.4412698412698415
Rintu Thomas,8.1
Venkatesh Daggubati,5.211111111111111
Shravani Abhang,8.0
G.M. Kumar,6.0
Naresh Gosain,5.0
Deven Verma,5.45
Radhika Madan,7.3
Achala Sachdev,6.8
Pavitra Mattoo,6.6
Raqesh Bapat,6.0
Sumit Arora,6.3
Aayush Shah,4.4
Suzanna Mukherjee,3.5
Reena Roy,6.065217391304348
Arbaaz Khan,4.75
Zafar Karachiwala,4.7
Manish,6.4
Pooja,6.1
Sampat Pal Devi,7.5
Iris Maity,5.75
Zareen Khan,5.425
Niharica Raizada,4.1
Kasam Ali,5.15
Radhi,5.5
Visshesh Tiwari,6.5
Meghan Jadhav,5.949999999999999
Chander Sharma,3.2
Manisha Koirala,4.992512077294686
Samir Soni,5.5
Amiya Chakrabarty,6.9
Dilip Dhawan,6.85
Nargis Bagheri,4.824999999999999
Priyanka Agarwal,8.1
Zameer Ashai,6.7
Vyjayanti Chavan,7.3
Shekhar Suman,6.025
Sanjay Singh,4.6
Pankaj Johar,7.9
Yuvraj Haral,5.0
R.S. Bhist,9.3
Master Bhagwan,5.456666666666667
Brahmanandam,6.15
Kamalika Chanda,5.300000000000001
Master Shubham Bajrange,5.4
Ali,5.183333333333334
Sunil Tiwari,4.0
Suresh Bhagwat,6.05
Mahesh Babu,5.45
Deepa Sahi,5.7250000000000005
Jasti Hemambar,5.65
Raaj Kumar,6.185714285714285
Yash Shetty,8.0
Pawan Waval,8.6
Atul Agnihotri,4.6
Gennadiy Vasilev,5.3
Shehnaz Kudia,4.8
Mark Rylance,6.4
Ram Pothineni,5.2
Kriti Malhotra,7.0
Kuriakose Oonnittan,6.6
Chinnijayanth,6.6
Mallika Sherawat,3.9725
Puja Jha,7.2
Avijit Dutt,2.5
Pawan Kalyan,5.9
Nawazuddin Siddiqui,6.65
Ananth,4.6
Karan Kapoor,6.0
Kanika Verma,7.0
Rakesh Pandey,7.050000000000001
Ravi Chopra,6.2
Hardik Kapadia,7.3
Danish Singh,6.9
Gulshan Grover,5.44375
Pooja Joshi,2.5
Cyprus Dastoor,7.1
Kiran Kumar,6.066666666666666
Murli Sharma,3.8
Sharbani Mukherjee,3.3
Neha Julka,6.2
Saeed Akhtar Mirza,6.7
Inaamulhaq,7.25
Tanaji Dasgupta,7.0
Kshitee Jog,6.7
Puneet Chouksey,9.3
Suneil Anand,5.449999999999999
Yo Yo Honey Singh,3.3
Todd Howard,3.4
Rakesh Batra,6.6
Anjali Pandey,8.6
Sharmila Tagore,6.46
Prithviraj Kapoor,7.066666666666666
Gulshan Bawra,8.6
Atif Rashid,7.7
Sudhir Pandey,7.7
Auroshika Dey,2.7
Yashodhan Rana,7.9
Leila Advani,9.3
Sara Ali Khan,4.833333333333333
Aditi Sharma,5.1
Kader Khan,4.5
Priya Banerjee,5.1
Rajesh Sethi,4.6
Arjun Rampal,5.363684210526316
Noor Jehan,7.5
Manoj Bakshi,5.1
Swati Ghosh,6.1
Tanmay Dhanania,3.4
Ahana,6.8
Kundan Bhardwaj,4.4
Zaheeda,6.9
Sofia Hayat,3.6
Urvashi Rautela,4.433333333333334
Hema Chaudhari,6.7
Pragathi Yadhati,6.2
Twinkle Khanna,4.6454545454545455
Manish Vatssalya,5.5
Saksham Dayma,6.8
Ritwick Chakraborty,6.25
Anoma Pabuwal,7.4
Shashanka Ghosh,5.5
Vardhan Puri,8.0
Madhura Velankar,7.0
Mrinalini Sharma,5.45
Akshat Jain,8.4
Adamya,5.9
Ram Kapoor,5.325
Saharsh Kumar Shukla,7.4
Vijay Mahar,9.3
Elena Kazan,5.5
Rajiv Goswami,4.0
Saajan Kataria,8.5
Nalini Chonkar,5.8
Shivaji Prabhu,5.8
Hema Malini,5.9712499999999995
Shruti Haasan,6.050000000000001
Sneha Arun,6.9
Brahm Bhardwaj,6.5
Rasika Dugal,7.1
Sonu Walia,4.8
Pradeep Singh,7.3
Rami Reddy,7.5
Mahesh Balraj,4.3
Anushka Ranjan,3.8
Krishna A.R.,4.9
Sadhu Meher,8.0
Vidya Balan,6.481249999999999
Payal Kaashyap,6.5
Kuntaa Nikkil,7.199999999999999
Adil Amaan,5.65
Prince Shah,6.8
Kartik Aaryan,5.288888888888889
Hardan,7.0
Edilsy Vargas,7.4
Shweta Agarwal,5.4
Malavika Mohanan,7.0
Samir Ahmed,6.6
Ahran Chaudhary,5.6
Nisar Ahmad Ansari,6.7
Vinit Kanojia,8.4
Lalit Tiwari,6.6
Dev Sharma,4.6
Chris Bisson,5.6
Corin Nemec,7.6
Prabhas,3.3
Rabia Amin,7.5
Talha Arshad Reshi,7.8
Sabyasachi Chakrabarty,5.550000000000001
Shadab Kamal,5.85
Ramesh Deo,5.8
Jyoti Swaroop,6.4
Binayak Das,5.2
Deepak Chandra,4.3
Deepak Chachra,7.8
Shabana Raza,5.275
Alyy Khan,2.6
Raj Arjun,6.05
Jennifer Kendal,7.5
Sandeep Kulkarni,6.15
Saqib Saleem,5.35
Yogita Deshmukh,5.4
Zoya Hussain,7.3
Pranutan Bahl,6.9
Mrunal Thakur,8.0
Jesse Metcalfe,6.2
Priyanka Bose,5.075
Mastan Alibhai Burmawalla,5.777777777777778
Satyanarayana Kaikala,7.0
Arun Bakshi,5.112500000000001
Karishma Kotak,6.449999999999999
Raghuvaran,6.9
Shamita Shetty,5.4
Sunny Gill,4.5
Aida Folch,5.9
Kiara Advani,5.05
Zaheera,6.625
Shivaji Ganesan,6.9
Syed Firdaus,7.2
Pratibha Sinha,4.2
Pooja Kasekar,6.1
Soumyak Kanti DeBiswas,7.0
M.D. Asif,6.5
Mahesh Kothare,7.6
Rahman,7.0
Suraiya,6.936666666666667
Alekh Sangal,6.7
Chandan Bisht,6.8
Harshvardhan Deo,4.9
Manohar Lalas,7.0
Vishnu Manchu,7.9
Sonakshi Sinha,5.1125
Amal Farooque,7.1
Manivannan,4.550000000000001
Shenaz Treasury,4.533333333333333
Hema Bisht,8.2
Mukkund Shukla,6.2
Seema Biswas,5.681666666666667
Haradhan Bannerjee,7.2
Praveen Maheswari,7.0
Madan Jain,7.1
Darshan Kumaar,4.1
Arif Khan,5.6
Arvind Kumar,7.0
Imran Khan,5.68
Kamal Sadanah,4.333333333333333
Karan Bhanushali,6.4
Bhisham Kohli,5.7
Y.G. Mahendran,6.3
Murad,5.9
Farah Karimaee,2.6
Chandrima Banerjee,4.4
Harsh Dubey,5.4
Girish Karnad,6.85
Manjula,5.3
Sanjana Sanghi,6.6
Angira Dhar,7.2
Varsha Agnihotri,5.7
Roshan Mathew,5.8
Seema Azmi,6.9
Soni Razdan,5.9
Jiah Khan,5.4
Sanjana Tiwari,5.3
Nutan,6.711904761904762
Rahul Roy,5.5625
Vikram Makandar,5.825
Avtar Gill,4.825
Anjali,5.6
Saurabh Choudhary,3.8
Peter Pedrero,4.8
Jaymala Adarsh,7.7
Rocky Verma,5.0
Uttam Halder,6.8
Ashok Banthia,6.6
Padmini,7.033333333333334
Arsh Deol,4.5
Anuj Jain,6.0
Kritika Sachdeva,5.5
James Fox,5.8
Aadil Chahal,5.6
Amit Ashar,6.2
Arjun,4.95
Azghar,4.4
Riya Sen,5.2
Nitin Arora,4.8
Deepa Arora,7.8
Aditi Bhagat,5.0
Sudha Chopra,5.6
Raghuvir Yadav,6.592857142857143
Tanuja,6.4816666666666665
Anil Dhawan,6.2675
Chaitanya Bhosle,4.6
Bharat Gopy,6.9
Payal Rohatgi,4.05
Bindu,5.75
Rishi Bhutani,5.725
Sara Loren,3.9499999999999997
Vivek Oberoi,5.059090909090909
Poonam Dhillon,4.716666666666667
Naman Bhati,8.5
Masti Ali,6.8
Mallika Sarabhai,5.7
Jaya Bachchan,6.354861111111111
Dipannita Sharma,6.8
Geetika Vidya Ohlyan,7.2
Nidhhi Agerwal,3.3
Sanjeev Kumar,6.694147157190635
Siddharth Dhawan,1.7
Apeksha Bhat,7.1
Shringar Nagaraj,6.3
Bharat Balani,6.2
Aditi Inamdar,7.8
Gauahar Khan,4.7
Chitrashi Rawat,7.4
Vasant Choudhury,6.9
Dhritiman Chatterjee,7.3
Sushama Deshpande,6.9
Arunava Adhikari,7.5
Saroj Bhargava,2.9
Anjana Sukhani,6.9
S. Balaji,6.6
Ashrut Jain,6.5
Pratik Katare,4.9
Arvind Swamy,6.1
Steven a Dsouza,7.1
Ruma Guha Thakurta,7.6
Zackie Achmat,7.7
Ehan Bhat,7.4
Sahil Bhati,8.1
Shravan Upalakar,8.7
Vikram Chopra,3.3
Gajendra Chauhan,5.733333333333333
Dhumal,7.3
Sushmita Mukherjee,7.9
Indrani Mukherjee,6.9
Arun Khopkar,7.5
Raman Atre,6.6
Parmita Katkar,6.1
Kannan Arunachalam,5.4
Amann Grewal,6.9
Mamta Kulkarni,5.56904761904762
Anup Soni,5.5
Seema Bhargava,7.15
Shalini Mohan,6.6
Raaj Singh Arora,7.1
Prithviraj,4.0
Shobana,6.7
Malina Joshi,6.8
Krishna Abhishek,5.199999999999999
Rahul Chawla,8.6
Deb Mukherjee,6.7
Bharat Bhushan,6.388095238095238
Ain Rasheed Khan,8.1
Meena,6.225
Tina Mazumdar,3.6
Mohan Kapur,6.5
Aakash Dahiya,7.2
Waheeda Rehman,6.730357142857143
Gillian Anderson,6.800000000000001
Farooq Shaikh,6.585
Mukesh Tiwari,5.9
Vanisri,7.4
Manoj Pahwa,7.6
Rahul Bose,5.894642857142857
Arshin Mehta,7.3
Randhawa,5.6
Janardhana Rao Arja,7.8
Nishant Bhardwaj,3.5
Rekha,5.65334008097166
Natty Kumar,3.9
Samarth Sonawane,8.7
Adhyayan Suman,5.341666666666667
Kumaar Aadarsh,4.65
Omkar Das Manikpuri,5.816666666666666
Abishek Anand,4.2
Jayesh Raj,5.1
Ankita,4.4
Kaushik Banerjee,5.6
Devyani Cm,5.1
Mohit Marwah,4.7
Vikrishnah Batt,6.6
Shah Rukh Khan,6.491988416988416
Krishnakant Dalvi,7.9
Master Shams,7.9
Sumanth,4.7
Anuraag,5.5
Dev Patel,7.8
Vineeth,5.6
Mithilesh Chaturvedi,5.65
B.K.S. Iyengar,6.7
Rockline Venkatesh,6.6
Karan Kundra,4.35
Tiger Shroff,4.6499999999999995
Sajid Khan,5.6
Gaurav Sharma,8.1
Sonali Kulkarni,6.65
Sudeep,5.75
Alka Amin,4.8
Shalini,6.3
Aditya Roy Kapoor,6.04
Santhosh Keezhattoor,9.0
Renan Severo,2.0
Rakesh Bedi,5.270779220779221
Sanket Chauhan,8.4
Sunny Singh,3.2
Lakha Lakhwinder Singh,5.8
Rakesh Roshan,6.075
Sharvari Jamenis,7.0
Nilanjana Bhattacharya,7.4
Ritu Maheshwari,7.8
M.V. Narayana Rao,7.3
Kanchan Awasthi,4.35
Yeshi Dema,5.3
Vishwanath Chatterjee,8.4
Huma Qureshi,5.833333333333333
Harikrishna Nandamuri,5.7
Vibhuti Jha,6.7
Javed Khan,5.125
Taran Bajaj,3.8
Kalki Koechlin,6.550000000000001
Mittal Chouhan,6.8
Zakir Hussain,5.6
Dishank Arora,4.3
Baby Vijaya,5.8
Namdev Gurav,7.4
Ram Dulari,7.5
Koel Purie,5.9
Nandini,5.449999999999999
Asad Shan,5.2
Dibyendu Bhattacharya,5.6
Sheikh Mukhtar,6.3
Sonam Bajwa,5.5
Amit Deondi,6.0
Himarsha Venkatsamy,6.4
Abhishek Chitlangia,6.8
Mahrukh Mirza,6.25
Sanjay Khan,6.449999999999999
Aparna Sen,6.633333333333333
Manoj Kumar,6.512820512820513
K.S. Ashwath,8.6
Sonam Arora,6.699999999999999
Arjan Bajwa,5.7
Kirti Singh,4.15
Tanuj Virwani,4.966666666666667
Rajpal Yadav,5.8125
Samita Bangargi,6.7
Sunil Chourasiya,6.1
Jason Lewis,4.7
Shubham Kumar Singh,7.3
Mayur Kumar,3.5
Charanpreet Insan,6.6
Ahmed Faisal Inam,4.7
Rajeshwari Sachdev,6.15
Akash Bathija,4.3
Abhishek Kapoor,4.15
Rahul Singh,5.0
Payel Sarkar,5.3
Humaima Malik,6.1
Atif Jamil,3.5
Jatin Grewal,3.966666666666667
Raghav Rishi,7.1
T.K. Desai,6.3
Lin Laishram,7.0
Raj Nandini,7.6
Monal Gajjar,7.6
Ambarish,6.8
Bijesh Jayarajan,4.5
Rajshree,5.59
Bhavana Bhatt,5.5
Julian Sands,7.6
Vishal Chaturvedi,4.6
Rajkumar Santoshi,7.9
Sabreen Baker,5.9
Sendhil Ramamurthy,7.2
Ayaz Ahmed,5.8
Shahib Chopra,5.2
Ram Gopal Varma,5.9
Suparna Anand,7.7
Cyrus Broacha,2.8
Sajin Saleem,5.1
Sapna Awasthi,5.7
Udayan Banerjee,6.3
Pawan Malhotra,7.883333333333333
Simran Ahemad,4.5
Manish Bhattacharya,7.2
Vijayata Pandit,5.25
J.D. Chakravarthi,5.175
Aashish Bhatt,6.6
Rucha Inamdar,6.449999999999999
Armin Amiri,2.9
Manek Bedi,3.8
Zaheer Iqbal,6.9
Narsimha Rao,6.8
Amrish Puri,6.414285714285715
Hemu Adhikari,6.4
Hannah Spearritt,5.6
Tisca Chopra,5.525
Pasupathy,4.7
Mona Ambegaonkar,4.275
Sumeet Sharma,6.8
Bhavesh Kumar,6.8
Padmini Kolhapure,5.65
Akhil Kapur,4.0
Avani Rai,6.4
Akshay Kumar,5.567324246771879
Helen Mirren,7.449999999999999
Satyajeet,7.55
Sulochana Chatterjee,6.3
Sudhish Kamath,5.2
Konkona Sen Sharma,6.680357142857143
Sonali Bendre,5.324999999999999
Barun Chakraborty,7.6
Shona Chabra,4.2
Karamaveer Chaudhary,7.0
Vedita Pratap Singh,2.7
Desh Gautam,7.2
Rajshri Nair,7.2
Namrata Shirodkar,5.333333333333333
Holly Gilbert,5.5
Vinamrata Rai,6.8
Kapil Jhaveri,4.5
Vishal,5.466666666666666
Sangam Shukla,9.3
K. Balaji,7.5
Vibhawari Deshpande,7.9
Amole Gupte,8.4
Narendra Jha,5.6
Anil Chatterjee,7.0
Abhiyan Rajhans,5.8
Neha Ahuja,2.6
Jahangir Khan,7.2
Mahek Chahal,3.35
Falah Faisal,7.2
Kriti Sanon,5.85
Sulagna Panigrahi,8.4
Meera Chopra,4.1
Mahipal,6.658333333333333
Omar Abdullah,6.8
Kirron Kher,6.166666666666666
Kanchan Adhikari,6.5
Ameya Hunaswadkar,6.9
Sujoy Mukherjee,5.5
Hiten Tejwani,8.6
Pankaj Kamal,9.4
Anjan Dutt,6.199999999999999
Mohit Madaan,5.2
Shawar Ali,4.025
Mandira Bedi,5.1
Lukram Smil,5.5
Nawab Shah,4.05
Kavitha,4.9
Kajol,5.987142857142857
Saurabh Goyal,7.6
Priya Anand,5.1
Farha Naaz,5.258333333333334
Aarav Mavi,8.6
Manjusha Godse,6.8
Avantika,3.7
Pranoti Ghosh,6.8
Puru Rajkumar,3.825
Bryan Cranston,6.8
Meenu Kawatra,8.5
Sanjay Mishra,6.40952380952381
Rahul Chahan,8.1
Nauheed Cyrusi,5.0
Som Dutt,5.7
Pulkit Samrat,3.916666666666667
Kulbir Badesron,7.4
Ntasha Bhardwaj,5.8
Noni Ganguly,7.5
Avtar Singh Ahluwalia,4.8
Saba Azad,6.9
Pilla Srinivas,4.5
Shubhanshu Satyadeo,9.0
Aitana Sánchez-Gijón,5.9
Meena Kumari,6.839642857142858
Pranavanand,6.3
Arfi Lamba,5.6
Arvinder Bhatti,5.1
Randhir Kapoor,6.189166666666667
Musta Ali,6.8
Ayub Khan,5.875
Mrinalini Chatterjee,6.1
Uday Chopra,4.525
Laboni Sarkar,5.3
Gemini Ganesan,7.199999999999999
Vandana Asthana,8.1
Govinda,4.95544733044733
Sunny Banerjee,5.9
Aniket Vishwasrao,6.2
Saiba Babu,8.0
Mani Kaul,6.7
Harish Khanna,7.9
Bismillah Khan,8.1
Charan Raj,8.1
Isha Koppikar,4.883333333333333
Vikram Chatwal,5.6
Amrita Bagchi,6.9
Priyanka Arya,5.55
Reeth Mazumder-Roberts,3.1
Ayesha Kapoor,6.4
Vikrant Anand,3.3
Christina Ricci,4.1
Perizaad Zorabian,5.7
Jeremy Sisto,5.3
Ruslaan Mumtaz,6.1
S. Ramanathan,6.8
Trishala Idnani,8.7
Brownie,4.4
Mukesh S. Bhatt,6.8
Kilam Amit,8.9
Jean-Marie Lamour,6.2
Hussain Dalal,5.7
Isha Keskar,6.2
Mahesh Sharma,5.7
Minnakshi Das,6.4
Chiranjeevi,6.866346153846154
Ajay Bafna,7.9
Paresh Rawal,6.590909090909091
Nandita Das,6.564285714285715
Fariduddin Dagar,7.8
Sammir Dattani,5.775
Mansha Bahl,5.9
Shweta Basu Prasad,7.525
Anand Abhyankar,6.3
Sumitra Devi,6.1
Ashok Insan,6.7
Avinash Dhyani,5.3
Vicky Ahuja,4.5
Rani Devi,7.1
Rajvvir Aroraa,7.3
Anu Agrawal,5.85
J.N. Anand,6.4
Praveen Kumar,6.5
Simi Garewal,6.2
Jimmy Sheirgill,5.51
Pankaj Jha,6.65
Nishikant Dixit,5.8
Abha Paul,6.5
Tahira Kochhar,4.3
Nassar Abdulla,5.983333333333333
Juhi Babbar,4.15
Divyaa Dwivedi,5.2
Taher Shabbir,5.4
Y.V.S. Chowdary,7.5
S.A. Chandrashekhar,5.1
Adah Sharma,5.16
Samudra V.,6.2
Yash Soni,7.3
Sonia,7.5
Apoorv Bansal,8.9
Tota Roy Chowdhury,6.0
Sonam,4.1000000000000005
Jyoti Chandekar,6.9
Hrishitaa Bhatt,4.705
Moulina Midde,8.1
Raayo S. Bakhirta,5.166666666666667
Rita Bhaduri,5.0125
Chandrakant,8.3
Samir Aftab,4.800000000000001
Firoz Ali,5.0
Chetan Sharma,7.4
Lakshmi,6.1
Rajeev Ankit,6.4
Karan Dave,7.1
Hetal Gada,7.9
Apoorva Arora,7.3
Neal McDonough,3.7
Ranjana,7.7
Mohan Bhandari,7.6
Nimrat Kaur,7.9
Sakshi Shivanand,4.5
Ravi Tandon,6.2
Shashank Singh,6.8
Salil Acharya,5.0
Muntazir Ahmad,6.135
Kaushal,5.7
Vinay Apte,5.9
Ira Dubey,5.15
Arvind Singh Rajpoot,5.6
Sudhir Dalvi,5.949999999999999
Babita Bhardwaj,7.2
Nazia Hussain,5.2
Priya Rajvansh,6.85
Huma Khan,5.0
Karan Kapadia,6.2
Arvind Kasera,3.6
Devayani,3.8
Irfan Khan,7.5
Neha Baam,5.9
K. Yogi,4.9
Divyendu Sharma,6.475
Vivek Anand,6.3
Banita Sandhu,7.5
Natasa Stankovic,5.7
Deepika Amin,7.6
Vibhav Roy,3.9
Raadhika Singh,6.1
David Arquette,6.9
Naveen Krishna,8.4
Mymoona Al Baluchi,4.3
Nandana Sen,6.85
Prakash Bare,7.0
Dhirendra Thakur,8.2
Mylène Jampanoï,7.0
Dolly Chawla,4.7
Mohnish Bahl,5.925
Tariq,7.2
Barun Sobti,6.55
Aakar Kaushik,6.2
Rahul Bhatt,6.35
Priyanshu Chatterjee,5.711666666666667
Sadhana Singh,7.050000000000001
Sujatha,6.6
Sarath Kumar,7.0
Patralekhaa Paul,6.175
Kulraj Randhawa,4.1
Abhinav Goyal,7.5
Amrita Rao,5.4399999999999995
Jitendra Rai,4.8
V. Menon,6.2
Veena Malik,2.3
Satyadev Dubey,7.05
